timestamp,gsr,bpm,interval,label
1776966685858,293,124,2,скакалка
1776966685859,293,124,2,скакалка
1776966685860,288,124,2,скакалка
1776966685861,270,124,2,скакалка
1776966685861,108,124,2,скакалка
1776966685862,298,124,2,скакалка
1776966685862,291,124,2,скакалка
1776966685863,291,124,2,скакалка
1776966686641,291,123,2,скакалка
1776966686880,294,123,2,скакалка
1776966686881,295,123,2,скакалка
1776966686881,300,123,2,скакалка
1776966686882,298,123,2,скакалка
1776966686882,302,123,2,скакалка
1776966686883,302,123,2,скакалка
1776966686883,299,123,2,скакалка
1776966686884,299,123,2,скакалка
1776966686884,301,123,2,скакалка
1776966686886,302,123,2,скакалка
1776966687632,302,123,2,скакалка
1776966687901,303,123,2,скакалка
1776966687902,303,123,2,скакалка
1776966687903,304,123,2,скакалка
1776966687903,304,123,2,скакалка
1776966687904,304,123,2,скакалка
1776966687904,304,123,2,скакалка
1776966687905,305,123,2,скакалка
1776966687905,307,123,2,скакалка
1776966687906,307,123,2,скакалка
1776966687906,225,123,2,скакалка
1776966688622,225,122,2,скакалка
1776966688920,183,122,2,скакалка
1776966688921,170,122,2,скакалка
1776966688921,170,122,2,скакалка
1776966688921,165,122,2,скакалка
1776966688922,167,122,2,скакалка
1776966688923,170,122,2,скакалка
1776966688923,173,122,2,скакалка
1776966688924,176,122,2,скакалка
1776966688925,178,122,2,скакалка
1776966688925,180,122,2,скакалка
1776966688928,181,122,2,скакалка
1776966689611,181,122,2,скакалка
1776966689940,182,122,2,скакалка
1776966689941,184,122,2,скакалка
1776966689941,185,122,2,скакалка
1776966689942,186,122,2,скакалка
1776966689942,187,122,2,скакалка
1776966689943,188,122,2,скакалка
1776966689943,189,122,2,скакалка
1776966689944,190,122,2,скакалка
1776966689944,191,122,2,скакалка
1776966689945,192,122,2,скакалка
1776966690601,192,121,2,скакалка
1776966690960,193,121,2,скакалка
1776966690961,193,121,2,скакалка
1776966690961,193,121,2,скакалка
1776966690962,194,121,2,скакалка
1776966690962,194,121,2,скакалка
1776966690963,206,121,2,скакалка
1776966690963,274,121,2,скакалка
1776966690964,301,121,2,скакалка
1776966690964,311,121,2,скакалка
1776966690965,315,121,2,скакалка
1776966691591,315,120,2,скакалка
1776966691982,315,120,2,скакалка
1776966691983,315,120,2,скакалка
1776966691983,315,120,2,скакалка
1776966691984,316,120,2,скакалка
1776966691984,316,120,2,скакалка
1776966691985,318,120,2,скакалка
1776966691985,319,120,2,скакалка
1776966691986,315,120,2,скакалка
1776966691987,314,120,2,скакалка
1776966691988,313,120,2,скакалка
1776966692581,313,119,2,скакалка
1776966693002,313,119,2,скакалка
1776966693003,311,119,2,скакалка
1776966693004,313,119,2,скакалка
1776966693004,315,119,2,скакалка
1776966693004,317,119,2,скакалка
1776966693005,313,119,2,скакалка
1776966693005,311,119,2,скакалка
1776966693006,315,119,2,скакалка
1776966693006,312,119,2,скакалка
1776966693006,316,119,2,скакалка
1776966693570,316,119,2,скакалка
1776966694020,210,119,2,скакалка
1776966694021,315,119,2,скакалка
1776966694022,317,119,2,скакалка
1776966694023,315,119,2,скакалка
1776966694025,301,119,2,скакалка
1776966694025,317,119,2,скакалка
1776966694026,316,119,2,скакалка
1776966694027,316,119,2,скакалка
1776966694027,316,119,2,скакалка
1776966694028,316,119,2,скакалка
1776966694560,316,118,2,скакалка
1776966695043,316,118,2,скакалка
1776966695044,316,118,2,скакалка
1776966695044,316,118,2,скакалка
1776966695046,316,118,2,скакалка
1776966695049,439,118,2,скакалка
1776966695050,316,118,2,скакалка
1776966695050,316,118,2,скакалка
1776966695051,316,118,2,скакалка
1776966695051,316,118,2,скакалка
1776966695052,388,118,2,скакалка
1776966695052,317,118,2,скакалка
1776966695551,317,118,2,скакалка
1776966696073,317,118,2,скакалка
1776966696074,317,118,2,скакалка
1776966696074,317,118,2,скакалка
1776966696075,317,118,2,скакалка
1776966696075,318,118,2,скакалка
1776966696076,316,118,2,скакалка
1776966696077,318,118,2,скакалка
1776966696078,320,118,2,скакалка
1776966696079,319,118,2,скакалка
1776966696080,318,118,2,скакалка
1776966696541,318,119,2,скакалка
1776966697084,438,119,2,скакалка
1776966697093,318,119,2,скакалка
1776966697093,318,119,2,скакалка
1776966697094,317,119,2,скакалка
1776966697094,320,119,2,скакалка
1776966697095,309,119,2,скакалка
1776966697095,320,119,2,скакалка
1776966697095,316,119,2,скакалка
1776966697096,316,119,2,скакалка
1776966697096,314,119,2,скакалка
1776966697531,314,119,2,скакалка
1776966698102,314,119,2,скакалка
1776966698103,241,119,2,скакалка
1776966698103,314,119,2,скакалка
1776966698104,313,119,2,скакалка
1776966698105,317,119,2,скакалка
1776966698105,307,119,2,скакалка
1776966698106,304,119,2,скакалка
1776966698107,548,119,2,скакалка
1776966698107,249,119,2,скакалка
1776966698108,311,119,2,скакалка
1776966698520,311,119,2,скакалка
1776966699123,310,119,2,скакалка
1776966699124,426,119,2,скакалка
1776966699125,309,119,2,скакалка
1776966699125,313,119,2,скакалка
1776966699126,301,119,2,скакалка
1776966699127,297,119,2,скакалка
1776966699127,420,119,2,скакалка
1776966699128,340,119,2,скакалка
1776966699128,227,119,2,скакалка
1776966699129,317,119,2,скакалка
1776966699510,317,119,2,скакалка
1776966700143,572,119,2,скакалка
1776966700144,360,119,2,скакалка
1776966700144,571,119,2,скакалка
1776966700145,128,119,2,скакалка
1776966700145,332,119,2,скакалка
1776966700146,434,119,2,скакалка
1776966700146,321,119,2,скакалка
1776966700146,309,119,2,скакалка
1776966700147,299,119,2,скакалка
1776966700147,311,119,2,скакалка
1776966700148,249,119,2,скакалка
1776966700501,249,120,2,скакалка
1776966701159,423,120,2,скакалка
1776966701160,323,120,2,скакалка
1776966701161,312,120,2,скакалка
1776966701161,318,120,2,скакалка
1776966701162,283,120,2,скакалка
1776966701162,317,120,2,скакалка
1776966701163,427,120,2,скакалка
1776966701164,242,120,2,скакалка
1776966701164,270,120,2,скакалка
1776966701166,318,120,2,скакалка
1776966701490,318,120,2,скакалка
1776966702177,48,120,2,скакалка
1776966702178,304,120,2,скакалка
1776966702178,365,120,2,скакалка
1776966702179,302,120,2,скакалка
1776966702179,315,120,2,скакалка
1776966702180,305,120,2,скакалка
1776966702180,329,120,2,скакалка
1776966702181,337,120,2,скакалка
1776966702182,407,120,2,скакалка
1776966702183,0,120,2,скакалка
1776966702481,0,119,2,скакалка
1776966703195,327,119,2,скакалка
1776966703196,403,119,2,скакалка
1776966703196,312,119,2,скакалка
1776966703197,102,119,2,скакалка
1776966703197,353,119,2,скакалка
1776966703198,319,119,2,скакалка
1776966703198,307,119,2,скакалка
1776966703198,306,119,2,скакалка
1776966703199,345,119,2,скакалка
1776966703200,281,119,2,скакалка
1776966703470,281,119,2,скакалка
1776966704210,303,119,2,скакалка
1776966704210,389,119,2,скакалка
1776966704211,366,119,2,скакалка
1776966704212,312,119,2,скакалка
1776966704213,220,119,2,скакалка
1776966704213,309,119,2,скакалка
1776966704216,309,119,2,скакалка
1776966704216,164,119,2,скакалка
1776966704217,253,119,2,скакалка
1776966704217,322,119,2,скакалка
1776966704461,322,118,2,скакалка
1776966705231,318,118,2,скакалка
1776966705232,223,118,2,скакалка
1776966705232,323,118,2,скакалка
1776966705233,317,118,2,скакалка
1776966705234,313,118,2,скакалка
1776966705234,310,118,2,скакалка
1776966705236,345,118,2,скакалка
1776966705238,335,118,2,скакалка
1776966705239,325,118,2,скакалка
1776966705240,311,118,2,скакалка
1776966705240,341,118,2,скакалка
1776966705450,341,118,2,скакалка
1776966706250,330,118,2,скакалка
1776966706251,194,118,2,скакалка
1776966706252,282,118,2,скакалка
1776966706252,357,118,2,скакалка
1776966706253,333,118,2,скакалка
1776966706253,242,118,2,скакалка
1776966706254,304,118,2,скакалка
1776966706254,297,118,2,скакалка
1776966706256,304,118,2,скакалка
1776966706257,346,118,2,скакалка
1776966706441,346,119,2,скакалка
1776966707273,328,119,2,скакалка
1776966707273,313,119,2,скакалка
1776966707274,316,119,2,скакалка
1776966707274,311,119,2,скакалка
1776966707275,310,119,2,скакалка
1776966707276,440,119,2,скакалка
1776966707276,315,119,2,скакалка
1776966707277,319,119,2,скакалка
1776966707278,311,119,2,скакалка
1776966707278,351,119,2,скакалка
1776966707926,351,119,2,скакалка
1776966708295,310,119,2,скакалка
1776966708295,279,119,2,скакалка
1776966708296,244,119,2,скакалка
1776966708296,305,119,2,скакалка
1776966708297,334,119,2,скакалка
1776966708297,309,119,2,скакалка
1776966708298,310,119,2,скакалка
1776966708298,462,119,2,скакалка
1776966708299,257,119,2,скакалка
1776966708299,312,119,2,скакалка
1776966708420,312,120,2,скакалка
1776966709311,310,120,2,скакалка
1776966709312,295,120,2,скакалка
1776966709313,171,120,2,скакалка
1776966709313,322,120,2,скакалка
1776966709314,319,120,2,скакалка
1776966709314,237,120,2,скакалка
1776966709316,297,120,2,скакалка
1776966709317,304,120,2,скакалка
1776966709317,307,120,2,скакалка
1776966709318,205,120,2,скакалка
1776966709411,205,120,2,скакалка
1776966710328,532,120,2,скакалка
1776966710329,291,120,2,скакалка
1776966710329,435,120,2,скакалка
1776966710330,222,120,2,скакалка
1776966710330,346,120,2,скакалка
1776966710331,467,120,2,скакалка
1776966710331,309,120,2,скакалка
1776966710331,231,120,2,скакалка
1776966710332,594,120,2,скакалка
1776966710333,310,120,2,скакалка
1776966710400,310,121,2,скакалка
1776966711348,279,121,2,скакалка
1776966711349,307,121,2,скакалка
1776966711349,309,121,2,скакалка
1776966711350,310,121,2,скакалка
1776966711350,130,121,2,скакалка
1776966711351,310,121,2,скакалка
1776966711351,419,121,2,скакалка
1776966711352,421,121,2,скакалка
1776966711352,307,121,2,скакалка
1776966711353,296,121,2,скакалка
1776966711353,638,121,2,скакалка
1776966711391,638,121,2,скакалка
1776966712370,166,121,2,скакалка
1776966712372,280,121,2,скакалка
1776966712373,430,121,2,скакалка
1776966712374,449,121,2,скакалка
1776966712374,0,121,2,скакалка
1776966712375,313,121,2,скакалка
1776966712375,312,121,2,скакалка
1776966712376,312,121,2,скакалка
1776966712377,334,121,2,скакалка
1776966712377,514,121,2,скакалка
1776966712380,514,121,2,скакалка
1776966713370,514,121,2,скакалка
1776966713391,478,121,2,скакалка
1776966713392,354,121,2,скакалка
1776966713393,314,121,2,скакалка
1776966713394,324,121,2,скакалка
1776966713394,600,121,2,скакалка
1776966713395,312,121,2,скакалка
1776966713395,0,121,2,скакалка
1776966713396,629,121,2,скакалка
1776966713396,316,121,2,скакалка
1776966713397,145,121,2,скакалка
